T_eva / kPa;T_h / K;T_pp / k;T_sh / k;T_sc / k;T_con / K;E_th;E_ex
900;480;5;16;6;308,15;0,132485526;0,340342802
900;410;7;16;6;308,15;0,132485526;0,464861496
900;420;7;16;6;308,15;0,132485526;0,438659212
900;430;7;16;6;308,15;0,132485526;0,416286272
900;440;7;16;6;308,15;0,132485526;0,396960378
900;450;7;16;6;308,15;0,132485526;0,380098736
900;460;7;16;6;308,15;0,132485526;0,365258268
900;470;7;16;6;308,15;0,132485526;0,352096112
900;480;7;16;6;308,15;0,132485526;0,340342802
900;420;9;16;6;308,15;0,132485526;0,438659212
900;430;9;16;6;308,15;0,132485526;0,416286272
900;440;9;16;6;308,15;0,132485526;0,396960378
900;450;9;16;6;308,15;0,132485526;0,380098736
900;460;9;16;6;308,15;0,132485526;0,365258268
900;470;9;16;6;308,15;0,132485526;0,352096112
900;480;9;16;6;308,15;0,132485526;0,340342802
900;420;11;16;6;308,15;0,132485526;0,438659212
900;430;11;16;6;308,15;0,132485526;0,416286272
900;440;11;16;6;308,15;0,132485526;0,396960378
900;450;11;16;6;308,15;0,132485526;0,380098736
900;460;11;16;6;308,15;0,132485526;0,365258268
900;470;11;16;6;308,15;0,132485526;0,352096112
900;480;11;16;6;308,15;0,132485526;0,340342802
900;420;13;16;6;308,15;0,132485526;0,438659212
900;430;13;16;6;308,15;0,132485526;0,416286272
900;440;13;16;6;308,15;0,132485526;0,396960378
900;450;13;16;6;308,15;0,132485526;0,380098736
900;460;13;16;6;308,15;0,132485526;0,365258268
900;470;13;16;6;308,15;0,132485526;0,352096112
900;480;13;16;6;308,15;0,132485526;0,340342802
900;420;15;16;6;308,15;0,132485526;0,438659212
900;430;15;16;6;308,15;0,132485526;0,416286272
900;440;15;16;6;308,15;0,132485526;0,396960378
900;450;15;16;6;308,15;0,132485526;0,380098736
900;460;15;16;6;308,15;0,132485526;0,365258268
900;470;15;16;6;308,15;0,132485526;0,352096112
900;480;15;16;6;308,15;0,132485526;0,340342802
900;420;17;16;6;308,15;0,132485526;0,438659212
900;430;17;16;6;308,15;0,132485526;0,416286272
900;440;17;16;6;308,15;0,132485526;0,396960378
900;450;17;16;6;308,15;0,132485526;0,380098736
900;460;17;16;6;308,15;0,132485526;0,365258268
900;470;17;16;6;308,15;0,132485526;0,352096112
900;480;17;16;6;308,15;0,132485526;0,340342802
900;430;19;16;6;308,15;0,132485526;0,416286272
900;440;19;16;6;308,15;0,132485526;0,396960378
900;450;19;16;6;308,15;0,132485526;0,380098736
900;460;19;16;6;308,15;0,132485526;0,365258268
900;470;19;16;6;308,15;0,132485526;0,352096112
900;480;19;16;6;308,15;0,132485526;0,340342802
900;410;5;16;8;308,15;0,131463128;0,461274135
900;420;5;16;8;308,15;0,131463128;0,435274056
900;430;5;16;8;308,15;0,131463128;0,413073769
900;440;5;16;8;308,15;0,131463128;0,393897014
900;450;5;16;8;308,15;0,131463128;0,377165494
900;460;5;16;8;308,15;0,131463128;0,362439551
900;470;5;16;8;308,15;0,131463128;0,349378967
900;480;5;16;8;308,15;0,131463128;0,337716359
900;410;7;16;8;308,15;0,131463128;0,461274135
900;420;7;16;8;308,15;0,131463128;0,435274056
900;430;7;16;8;308,15;0,131463128;0,413073769
900;440;7;16;8;308,15;0,131463128;0,393897014
900;450;7;16;8;308,15;0,131463128;0,377165494
900;460;7;16;8;308,15;0,131463128;0,362439551
900;470;7;16;8;308,15;0,131463128;0,349378967
900;480;7;16;8;308,15;0,131463128;0,337716359
900;420;9;16;8;308,15;0,131463128;0,435274056
900;430;9;16;8;308,15;0,131463128;0,413073769
900;440;9;16;8;308,15;0,131463128;0,393897014
900;450;9;16;8;308,15;0,131463128;0,377165494
900;460;9;16;8;308,15;0,131463128;0,362439551
900;470;9;16;8;308,15;0,131463128;0,349378967
900;480;9;16;8;308,15;0,131463128;0,337716359
900;420;11;16;8;308,15;0,131463128;0,435274056
900;430;11;16;8;308,15;0,131463128;0,413073769
900;440;11;16;8;308,15;0,131463128;0,393897014
900;450;11;16;8;308,15;0,131463128;0,377165494
900;460;11;16;8;308,15;0,131463128;0,362439551
900;470;11;16;8;308,15;0,131463128;0,349378967
900;480;11;16;8;308,15;0,131463128;0,337716359
900;420;13;16;8;308,15;0,131463128;0,435274056
900;430;13;16;8;308,15;0,131463128;0,413073769
900;440;13;16;8;308,15;0,131463128;0,393897014
900;450;13;16;8;308,15;0,131463128;0,377165494
900;460;13;16;8;308,15;0,131463128;0,362439551
900;470;13;16;8;308,15;0,131463128;0,349378967
900;480;13;16;8;308,15;0,131463128;0,337716359
900;420;15;16;8;308,15;0,131463128;0,435274056
900;430;15;16;8;308,15;0,131463128;0,413073769
900;440;15;16;8;308,15;0,131463128;0,393897014
900;450;15;16;8;308,15;0,131463128;0,377165494
900;460;15;16;8;308,15;0,131463128;0,362439551
900;470;15;16;8;308,15;0,131463128;0,349378967
900;480;15;16;8;308,15;0,131463128;0,337716359
900;420;17;16;8;308,15;0,131463128;0,435274056
900;430;17;16;8;308,15;0,131463128;0,413073769
900;440;17;16;8;308,15;0,131463128;0,393897014
900;450;17;16;8;308,15;0,131463128;0,377165494
900;460;17;16;8;308,15;0,131463128;0,362439551
900;470;17;16;8;308,15;0,131463128;0,349378967
900;480;17;16;8;308,15;0,131463128;0,337716359
900;430;19;16;8;308,15;0,131463128;0,413073769
900;440;19;16;8;308,15;0,131463128;0,393897014
900;450;19;16;8;308,15;0,131463128;0,377165494
900;460;19;16;8;308,15;0,131463128;0,362439551
900;470;19;16;8;308,15;0,131463128;0,349378967
900;480;19;16;8;308,15;0,131463128;0,337716359
900;410;5;16;10;308,15;0,130458818;0,457750239
900;420;5;16;10;308,15;0,130458818;0,431948786
900;430;5;16;10;308,15;0,130458818;0,409918098
900;440;5;16;10;308,15;0,130458818;0,390887844
900;450;5;16;10;308,15;0,130458818;0,374284145
900;460;5;16;10;308,15;0,130458818;0,3596707
900;470;5;16;10;308,15;0,130458818;0,346709892
900;480;5;16;10;308,15;0,130458818;0,33513638
900;410;7;16;10;308,15;0,130458818;0,457750239
900;420;7;16;10;308,15;0,130458818;0,431948786
900;430;7;16;10;308,15;0,130458818;0,409918098
900;440;7;16;10;308,15;0,130458818;0,390887844
900;450;7;16;10;308,15;0,130458818;0,374284145
900;460;7;16;10;308,15;0,130458818;0,3596707
900;470;7;16;10;308,15;0,130458818;0,346709892
900;480;7;16;10;308,15;0,130458818;0,33513638
900;420;9;16;10;308,15;0,130458818;0,431948786
900;430;9;16;10;308,15;0,130458818;0,409918098
900;440;9;16;10;308,15;0,130458818;0,390887844
900;450;9;16;10;308,15;0,130458818;0,374284145
900;460;9;16;10;308,15;0,130458818;0,3596707
900;470;9;16;10;308,15;0,130458818;0,346709892
900;480;9;16;10;308,15;0,130458818;0,33513638
900;420;11;16;10;308,15;0,130458818;0,431948786
900;430;11;16;10;308,15;0,130458818;0,409918098
900;440;11;16;10;308,15;0,130458818;0,390887844
900;450;11;16;10;308,15;0,130458818;0,374284145
900;460;11;16;10;308,15;0,130458818;0,3596707
900;470;11;16;10;308,15;0,130458818;0,346709892
900;480;11;16;10;308,15;0,130458818;0,33513638
900;420;13;16;10;308,15;0,130458818;0,431948786
900;430;13;16;10;308,15;0,130458818;0,409918098
900;440;13;16;10;308,15;0,130458818;0,390887844
900;450;13;16;10;308,15;0,130458818;0,374284145
900;460;13;16;10;308,15;0,130458818;0,3596707
900;470;13;16;10;308,15;0,130458818;0,346709892
900;480;13;16;10;308,15;0,130458818;0,33513638
900;420;15;16;10;308,15;0,130458818;0,431948786
900;430;15;16;10;308,15;0,130458818;0,409918098
900;440;15;16;10;308,15;0,130458818;0,390887844
900;450;15;16;10;308,15;0,130458818;0,374284145
900;460;15;16;10;308,15;0,130458818;0,3596707
900;470;15;16;10;308,15;0,130458818;0,346709892
900;480;15;16;10;308,15;0,130458818;0,33513638
900;420;17;16;10;308,15;0,130458818;0,431948786
900;430;17;16;10;308,15;0,130458818;0,409918098
900;440;17;16;10;308,15;0,130458818;0,390887844
900;450;17;16;10;308,15;0,130458818;0,374284145
900;460;17;16;10;308,15;0,130458818;0,3596707
900;470;17;16;10;308,15;0,130458818;0,346709892
900;480;17;16;10;308,15;0,130458818;0,33513638
900;430;19;16;10;308,15;0,130458818;0,409918098
900;440;19;16;10;308,15;0,130458818;0,390887844
900;450;19;16;10;308,15;0,130458818;0,374284145
900;460;19;16;10;308,15;0,130458818;0,3596707
900;470;19;16;10;308,15;0,130458818;0,346709892
900;480;19;16;10;308,15;0,130458818;0,33513638
900;410;5;16;0;310,15;0,132448735;0,464732404
900;420;5;16;0;310,15;0,132448735;0,438537397
900;430;5;16;0;310,15;0,132448735;0,41617067
900;440;5;16;0;310,15;0,132448735;0,396850143
900;450;5;16;0;310,15;0,132448735;0,379993184
900;460;5;16;0;310,15;0,132448735;0,365156837
900;470;5;16;0;310,15;0,132448735;0,351998335
900;480;5;16;0;310,15;0,132448735;0,34024829
900;410;7;16;0;310,15;0,132448735;0,464732404
900;420;7;16;0;310,15;0,132448735;0,438537397
900;430;7;16;0;310,15;0,132448735;0,41617067
900;440;7;16;0;310,15;0,132448735;0,396850143
900;450;7;16;0;310,15;0,132448735;0,379993184
900;460;7;16;0;310,15;0,132448735;0,365156837
900;470;7;16;0;310,15;0,132448735;0,351998335
900;480;7;16;0;310,15;0,132448735;0,34024829
900;420;9;16;0;310,15;0,132448735;0,438537397
900;430;9;16;0;310,15;0,132448735;0,41617067
900;440;9;16;0;310,15;0,132448735;0,396850143
900;450;9;16;0;310,15;0,132448735;0,379993184
900;460;9;16;0;310,15;0,132448735;0,365156837
900;470;9;16;0;310,15;0,132448735;0,351998335
900;480;9;16;0;310,15;0,132448735;0,34024829
900;420;11;16;0;310,15;0,132448735;0,438537397
900;430;11;16;0;310,15;0,132448735;0,41617067
900;440;11;16;0;310,15;0,132448735;0,396850143
900;450;11;16;0;310,15;0,132448735;0,379993184
900;460;11;16;0;310,15;0,132448735;0,365156837
900;470;11;16;0;310,15;0,132448735;0,351998335
900;480;11;16;0;310,15;0,132448735;0,34024829
900;420;13;16;0;310,15;0,132448735;0,438537397
900;430;13;16;0;310,15;0,132448735;0,41617067
900;440;13;16;0;310,15;0,132448735;0,396850143
900;450;13;16;0;310,15;0,132448735;0,379993184
900;460;13;16;0;310,15;0,132448735;0,365156837
900;470;13;16;0;310,15;0,132448735;0,351998335
900;480;13;16;0;310,15;0,132448735;0,34024829
900;420;15;16;0;310,15;0,132448735;0,438537397
900;430;15;16;0;310,15;0,132448735;0,41617067
900;440;15;16;0;310,15;0,132448735;0,396850143
900;450;15;16;0;310,15;0,132448735;0,379993184
900;460;15;16;0;310,15;0,132448735;0,365156837
900;470;15;16;0;310,15;0,132448735;0,351998335
900;480;15;16;0;310,15;0,132448735;0,34024829
900;420;17;16;0;310,15;0,132448735;0,438537397
900;430;17;16;0;310,15;0,132448735;0,41617067
900;440;17;16;0;310,15;0,132448735;0,396850143
900;450;17;16;0;310,15;0,132448735;0,379993184
900;460;17;16;0;310,15;0,132448735;0,365156837
900;470;17;16;0;310,15;0,132448735;0,351998335
900;480;17;16;0;310,15;0,132448735;0,34024829
900;430;19;16;0;310,15;0,132448735;0,41617067
900;440;19;16;0;310,15;0,132448735;0,396850143
900;450;19;16;0;310,15;0,132448735;0,379993184
900;460;19;16;0;310,15;0,132448735;0,365156837
900;470;19;16;0;310,15;0,132448735;0,351998335
900;480;19;16;0;310,15;0,132448735;0,34024829
900;410;5;16;2;310,15;0,131383407;0,460994411
900;420;5;16;2;310,15;0,131383407;0,435010098
900;430;5;16;2;310,15;0,131383407;0,412823274
900;440;5;16;2;310,15;0,131383407;0,393658149
900;450;5;16;2;310,15;0,131383407;0,376936775
900;460;5;16;2;310,15;0,131383407;0,362219762
900;470;5;16;2;310,15;0,131383407;0,349167098
900;480;5;16;2;310,15;0,131383407;0,337511562
900;410;7;16;2;310,15;0,131383407;0,460994411
900;420;7;16;2;310,15;0,131383407;0,435010098
900;430;7;16;2;310,15;0,131383407;0,412823274
900;440;7;16;2;310,15;0,131383407;0,393658149
900;450;7;16;2;310,15;0,131383407;0,376936775
900;460;7;16;2;310,15;0,131383407;0,362219762
900;470;7;16;2;310,15;0,131383407;0,349167098
900;480;7;16;2;310,15;0,131383407;0,337511562
900;420;9;16;2;310,15;0,131383407;0,435010098
900;430;9;16;2;310,15;0,131383407;0,412823274
900;440;9;16;2;310,15;0,131383407;0,393658149
900;450;9;16;2;310,15;0,131383407;0,376936775
900;460;9;16;2;310,15;0,131383407;0,362219762
900;470;9;16;2;310,15;0,131383407;0,349167098
900;480;9;16;2;310,15;0,131383407;0,337511562
900;420;11;16;2;310,15;0,131383407;0,435010098
900;430;11;16;2;310,15;0,131383407;0,412823274
900;440;11;16;2;310,15;0,131383407;0,393658149
900;450;11;16;2;310,15;0,131383407;0,376936775
900;460;11;16;2;310,15;0,131383407;0,362219762
900;470;11;16;2;310,15;0,131383407;0,349167098
900;480;11;16;2;310,15;0,131383407;0,337511562
900;420;13;16;2;310,15;0,131383407;0,435010098
900;430;13;16;2;310,15;0,131383407;0,412823274
900;440;13;16;2;310,15;0,131383407;0,393658149
900;450;13;16;2;310,15;0,131383407;0,376936775
900;460;13;16;2;310,15;0,131383407;0,362219762
900;470;13;16;2;310,15;0,131383407;0,349167098
900;480;13;16;2;310,15;0,131383407;0,337511562
900;420;15;16;2;310,15;0,131383407;0,435010098
900;430;15;16;2;310,15;0,131383407;0,412823274
900;440;15;16;2;310,15;0,131383407;0,393658149
900;450;15;16;2;310,15;0,131383407;0,376936775
900;460;15;16;2;310,15;0,131383407;0,362219762
900;470;15;16;2;310,15;0,131383407;0,349167098
900;480;15;16;2;310,15;0,131383407;0,337511562
900;420;17;16;2;310,15;0,131383407;0,435010098
900;430;17;16;2;310,15;0,131383407;0,412823274
900;440;17;16;2;310,15;0,131383407;0,393658149
900;450;17;16;2;310,15;0,131383407;0,376936775
900;460;17;16;2;310,15;0,131383407;0,362219762
900;470;17;16;2;310,15;0,131383407;0,349167098
900;480;17;16;2;310,15;0,131383407;0,337511562
900;430;19;16;2;310,15;0,131383407;0,412823274
900;440;19;16;2;310,15;0,131383407;0,393658149
900;450;19;16;2;310,15;0,131383407;0,376936775
900;460;19;16;2;310,15;0,131383407;0,362219762
900;470;19;16;2;310,15;0,131383407;0,349167098
900;480;19;16;2;310,15;0,131383407;0,337511562
900;410;5;16;4;310,15;0,130337787;0,457325569
900;420;5;16;4;310,15;0,130337787;0,431548053
900;430;5;16;4;310,15;0,130337787;0,409537804
900;440;5;16;4;310,15;0,130337787;0,390525205
900;450;5;16;4;310,15;0,130337787;0,373936909
900;460;5;16;4;310,15;0,130337787;0,359337022
900;470;5;16;4;310,15;0,130337787;0,346388238
900;480;5;16;4;310,15;0,130337787;0,334825463
900;410;7;16;4;310,15;0,130337787;0,457325569
900;420;7;16;4;310,15;0,130337787;0,431548053
900;430;7;16;4;310,15;0,130337787;0,409537804
900;440;7;16;4;310,15;0,130337787;0,390525205
900;450;7;16;4;310,15;0,130337787;0,373936909
900;460;7;16;4;310,15;0,130337787;0,359337022
900;470;7;16;4;310,15;0,130337787;0,346388238
900;480;7;16;4;310,15;0,130337787;0,334825463
900;420;9;16;4;310,15;0,130337787;0,431548053
900;430;9;16;4;310,15;0,130337787;0,409537804
900;440;9;16;4;310,15;0,130337787;0,390525205
900;450;9;16;4;310,15;0,130337787;0,373936909
900;460;9;16;4;310,15;0,130337787;0,359337022
900;470;9;16;4;310,15;0,130337787;0,346388238
900;480;9;16;4;310,15;0,130337787;0,334825463
900;420;11;16;4;310,15;0,130337787;0,431548053
900;430;11;16;4;310,15;0,130337787;0,409537804
900;440;11;16;4;310,15;0,130337787;0,390525205
900;450;11;16;4;310,15;0,130337787;0,373936909
900;460;11;16;4;310,15;0,130337787;0,359337022
900;470;11;16;4;310,15;0,130337787;0,346388238
900;480;11;16;4;310,15;0,130337787;0,334825463
900;420;13;16;4;310,15;0,130337787;0,431548053
900;430;13;16;4;310,15;0,130337787;0,409537804
900;440;13;16;4;310,15;0,130337787;0,390525205
900;450;13;16;4;310,15;0,130337787;0,373936909
900;460;13;16;4;310,15;0,130337787;0,359337022
900;470;13;16;4;310,15;0,130337787;0,346388238
900;480;13;16;4;310,15;0,130337787;0,334825463
900;420;15;16;4;310,15;0,130337787;0,431548053
900;430;15;16;4;310,15;0,130337787;0,409537804
900;440;15;16;4;310,15;0,130337787;0,390525205
900;450;15;16;4;310,15;0,130337787;0,373936909
900;460;15;16;4;310,15;0,130337787;0,359337022
900;470;15;16;4;310,15;0,130337787;0,346388238
900;480;15;16;4;310,15;0,130337787;0,334825463
900;420;17;16;4;310,15;0,130337787;0,431548053
900;430;17;16;4;310,15;0,130337787;0,409537804
900;440;17;16;4;310,15;0,130337787;0,390525205
900;450;17;16;4;310,15;0,130337787;0,373936909
900;460;17;16;4;310,15;0,130337787;0,359337022
900;470;17;16;4;310,15;0,130337787;0,346388238
900;480;17;16;4;310,15;0,130337787;0,334825463
900;430;19;16;4;310,15;0,130337787;0,409537804
900;440;19;16;4;310,15;0,130337787;0,390525205
900;450;19;16;4;310,15;0,130337787;0,373936909
900;460;19;16;4;310,15;0,130337787;0,359337022
900;470;19;16;4;310,15;0,130337787;0,346388238
900;480;19;16;4;310,15;0,130337787;0,334825463
900;410;5;16;6;310,15;0,129311293;0,453723835
900;420;5;16;6;310,15;0,129311293;0,428149334
900;430;5;16;6;310,15;0,129311293;0,40631243
900;440;5;16;6;310,15;0,129311293;0,387449567
900;450;5;16;6;310,15;0,129311293;0,370991915
900;460;5;16;6;310,15;0,129311293;0,356507011
900;470;5;16;6;310,15;0,129311293;0,343660208
900;480;5;16;6;310,15;0,129311293;0,332188497
900;410;7;16;6;310,15;0,129311293;0,453723835
900;420;7;16;6;310,15;0,129311293;0,428149334
900;430;7;16;6;310,15;0,129311293;0,40631243
900;440;7;16;6;310,15;0,129311293;0,387449567
900;450;7;16;6;310,15;0,129311293;0,370991915
900;460;7;16;6;310,15;0,129311293;0,356507011
900;470;7;16;6;310,15;0,129311293;0,343660208
900;480;7;16;6;310,15;0,129311293;0,332188497
900;420;9;16;6;310,15;0,129311293;0,428149334
900;430;9;16;6;310,15;0,129311293;0,40631243
900;440;9;16;6;310,15;0,129311293;0,387449567
900;450;9;16;6;310,15;0,129311293;0,370991915
900;460;9;16;6;310,15;0,129311293;0,356507011
900;470;9;16;6;310,15;0,129311293;0,343660208
900;480;9;16;6;310,15;0,129311293;0,332188497
900;420;11;16;6;310,15;0,129311293;0,428149334
900;430;11;16;6;310,15;0,129311293;0,40631243
900;440;11;16;6;310,15;0,129311293;0,387449567
900;450;11;16;6;310,15;0,129311293;0,370991915
900;460;11;16;6;310,15;0,129311293;0,356507011
900;470;11;16;6;310,15;0,129311293;0,343660208
900;480;11;16;6;310,15;0,129311293;0,332188497
900;420;13;16;6;310,15;0,129311293;0,428149334
900;430;13;16;6;310,15;0,129311293;0,40631243
900;440;13;16;6;310,15;0,129311293;0,387449567
900;450;13;16;6;310,15;0,129311293;0,370991915
900;460;13;16;6;310,15;0,129311293;0,356507011
900;470;13;16;6;310,15;0,129311293;0,343660208
900;480;13;16;6;310,15;0,129311293;0,332188497
900;420;15;16;6;310,15;0,129311293;0,428149334
900;430;15;16;6;310,15;0,129311293;0,40631243
900;440;15;16;6;310,15;0,129311293;0,387449567
900;450;15;16;6;310,15;0,129311293;0,370991915
900;460;15;16;6;310,15;0,129311293;0,356507011
900;470;15;16;6;310,15;0,129311293;0,343660208
900;480;15;16;6;310,15;0,129311293;0,332188497
900;420;17;16;6;310,15;0,129311293;0,428149334
900;430;17;16;6;310,15;0,129311293;0,40631243
900;440;17;16;6;310,15;0,129311293;0,387449567
900;450;17;16;6;310,15;0,129311293;0,370991915
900;460;17;16;6;310,15;0,129311293;0,356507011
900;470;17;16;6;310,15;0,129311293;0,343660208
900;480;17;16;6;310,15;0,129311293;0,332188497
900;430;19;16;6;310,15;0,129311293;0,40631243
900;440;19;16;6;310,15;0,129311293;0,387449567
900;450;19;16;6;310,15;0,129311293;0,370991915
900;460;19;16;6;310,15;0,129311293;0,356507011
900;470;19;16;6;310,15;0,129311293;0,343660208
900;480;19;16;6;310,15;0,129311293;0,332188497
900;410;5;16;8;310,15;0,128303365;0,450187247
900;420;5;16;8;310,15;0,128303365;0,424812089
900;430;5;16;8;310,15;0,128303365;0,403145393
900;440;5;16;8;310,15;0,128303365;0,384429559
900;450;5;16;8;310,15;0,128303365;0,368100187
900;460;5;16;8;310,15;0,128303365;0,353728187
900;470;5;16;8;310,15;0,128303365;0,340981519
900;480;5;16;8;310,15;0,128303365;0,329599226
900;410;7;16;8;310,15;0,128303365;0,450187247
900;420;7;16;8;310,15;0,128303365;0,424812089
900;430;7;16;8;310,15;0,128303365;0,403145393
900;440;7;16;8;310,15;0,128303365;0,384429559
900;450;7;16;8;310,15;0,128303365;0,368100187
900;460;7;16;8;310,15;0,128303365;0,353728187
900;470;7;16;8;310,15;0,128303365;0,340981519
900;480;7;16;8;310,15;0,128303365;0,329599226
900;420;9;16;8;310,15;0,128303365;0,424812089
900;430;9;16;8;310,15;0,128303365;0,403145393
900;440;9;16;8;310,15;0,128303365;0,384429559
900;450;9;16;8;310,15;0,128303365;0,368100187
900;460;9;16;8;310,15;0,128303365;0,353728187
900;470;9;16;8;310,15;0,128303365;0,340981519
900;480;9;16;8;310,15;0,128303365;0,329599226
900;420;11;16;8;310,15;0,128303365;0,424812089
900;430;11;16;8;310,15;0,128303365;0,403145393
900;440;11;16;8;310,15;0,128303365;0,384429559
900;450;11;16;8;310,15;0,128303365;0,368100187
900;460;11;16;8;310,15;0,128303365;0,353728187
900;470;11;16;8;310,15;0,128303365;0,340981519
900;480;11;16;8;310,15;0,128303365;0,329599226
900;420;13;16;8;310,15;0,128303365;0,424812089
900;430;13;16;8;310,15;0,128303365;0,403145393
900;440;13;16;8;310,15;0,128303365;0,384429559
900;450;13;16;8;310,15;0,128303365;0,368100187
900;460;13;16;8;310,15;0,128303365;0,353728187
900;470;13;16;8;310,15;0,128303365;0,340981519
900;480;13;16;8;310,15;0,128303365;0,329599226
900;420;15;16;8;310,15;0,128303365;0,424812089
900;430;15;16;8;310,15;0,128303365;0,403145393
900;440;15;16;8;310,15;0,128303365;0,384429559
900;450;15;16;8;310,15;0,128303365;0,368100187
900;460;15;16;8;310,15;0,128303365;0,353728187
900;470;15;16;8;310,15;0,128303365;0,340981519
900;480;15;16;8;310,15;0,128303365;0,329599226
900;420;17;16;8;310,15;0,128303365;0,424812089
900;430;17;16;8;310,15;0,128303365;0,403145393
900;440;17;16;8;310,15;0,128303365;0,384429559
900;450;17;16;8;310,15;0,128303365;0,368100187
900;460;17;16;8;310,15;0,128303365;0,353728187
900;470;17;16;8;310,15;0,128303365;0,340981519
900;480;17;16;8;310,15;0,128303365;0,329599226
900;430;19;16;8;310,15;0,128303365;0,403145393
900;440;19;16;8;310,15;0,128303365;0,384429559
900;450;19;16;8;310,15;0,128303365;0,368100187
900;460;19;16;8;310,15;0,128303365;0,353728187
900;470;19;16;8;310,15;0,128303365;0,340981519
900;480;19;16;8;310,15;0,128303365;0,329599226
900;410;5;16;10;310,15;0,127313466;0,446713914
900;420;5;16;10;310,15;0,127313466;0,421534533
900;430;5;16;10;310,15;0,127313466;0,400035003
900;440;5;16;10;310,15;0,127313466;0,381463567
900;450;5;16;10;310,15;0,127313466;0,365260182
900;460;5;16;10;310,15;0,127313466;0,350999066
900;470;5;16;10;310,15;0,127313466;0,338350742
900;480;5;16;10;310,15;0,127313466;0,327056267
900;410;7;16;10;310,15;0,127313466;0,446713914
900;420;7;16;10;310,15;0,127313466;0,421534533
900;430;7;16;10;310,15;0,127313466;0,400035003
900;440;7;16;10;310,15;0,127313466;0,381463567
900;450;7;16;10;310,15;0,127313466;0,365260182
900;460;7;16;10;310,15;0,127313466;0,350999066
900;470;7;16;10;310,15;0,127313466;0,338350742
900;480;7;16;10;310,15;0,127313466;0,327056267
900;420;9;16;10;310,15;0,127313466;0,421534533
900;430;9;16;10;310,15;0,127313466;0,400035003
900;440;9;16;10;310,15;0,127313466;0,381463567
900;450;9;16;10;310,15;0,127313466;0,365260182
900;460;9;16;10;310,15;0,127313466;0,350999066
900;470;9;16;10;310,15;0,127313466;0,338350742
900;480;9;16;10;310,15;0,127313466;0,327056267
900;420;11;16;10;310,15;0,127313466;0,421534533
900;430;11;16;10;310,15;0,127313466;0,400035003
900;440;11;16;10;310,15;0,127313466;0,381463567
900;450;11;16;10;310,15;0,127313466;0,365260182
900;460;11;16;10;310,15;0,127313466;0,350999066
900;470;11;16;10;310,15;0,127313466;0,338350742
900;480;11;16;10;310,15;0,127313466;0,327056267
900;420;13;16;10;310,15;0,127313466;0,421534533
900;430;13;16;10;310,15;0,127313466;0,400035003
900;440;13;16;10;310,15;0,127313466;0,381463567
900;450;13;16;10;310,15;0,127313466;0,365260182
900;460;13;16;10;310,15;0,127313466;0,350999066
900;470;13;16;10;310,15;0,127313466;0,338350742
900;480;13;16;10;310,15;0,127313466;0,327056267
900;420;15;16;10;310,15;0,127313466;0,421534533
900;430;15;16;10;310,15;0,127313466;0,400035003
900;440;15;16;10;310,15;0,127313466;0,381463567
900;450;15;16;10;310,15;0,127313466;0,365260182
900;460;15;16;10;310,15;0,127313466;0,350999066
900;470;15;16;10;310,15;0,127313466;0,338350742
900;480;15;16;10;310,15;0,127313466;0,327056267
900;420;17;16;10;310,15;0,127313466;0,421534533
900;430;17;16;10;310,15;0,127313466;0,400035003
900;440;17;16;10;310,15;0,127313466;0,381463567
900;450;17;16;10;310,15;0,127313466;0,365260182
900;460;17;16;10;310,15;0,127313466;0,350999066
900;470;17;16;10;310,15;0,127313466;0,338350742
900;480;17;16;10;310,15;0,127313466;0,327056267
900;430;19;16;10;310,15;0,127313466;0,400035003
900;440;19;16;10;310,15;0,127313466;0,381463567
900;450;19;16;10;310,15;0,127313466;0,365260182
900;460;19;16;10;310,15;0,127313466;0,350999066
900;470;19;16;10;310,15;0,127313466;0,338350742
900;480;19;16;10;310,15;0,127313466;0,327056267
900;410;5;16;0;312,15;0,12922656;0,453426526
900;420;5;16;0;312,15;0,12922656;0,427868783
900;430;5;16;0;312,15;0,12922656;0,406046188
900;440;5;16;0;312,15;0,12922656;0,387195685
900;450;5;16;0;312,15;0,12922656;0,370748817
900;460;5;16;0;312,15;0,12922656;0,356273405
900;470;5;16;0;312,15;0,12922656;0,343435019
900;480;5;16;0;312,15;0,12922656;0,331970826
900;410;7;16;0;312,15;0,12922656;0,453426526
900;420;7;16;0;312,15;0,12922656;0,427868783
900;430;7;16;0;312,15;0,12922656;0,406046188
900;440;7;16;0;312,15;0,12922656;0,387195685
900;450;7;16;0;312,15;0,12922656;0,370748817
900;460;7;16;0;312,15;0,12922656;0,356273405
900;470;7;16;0;312,15;0,12922656;0,343435019
900;480;7;16;0;312,15;0,12922656;0,331970826
900;420;9;16;0;312,15;0,12922656;0,427868783
900;430;9;16;0;312,15;0,12922656;0,406046188
900;440;9;16;0;312,15;0,12922656;0,387195685
900;450;9;16;0;312,15;0,12922656;0,370748817
900;460;9;16;0;312,15;0,12922656;0,356273405
900;470;9;16;0;312,15;0,12922656;0,343435019
900;480;9;16;0;312,15;0,12922656;0,331970826
900;420;11;16;0;312,15;0,12922656;0,427868783
900;430;11;16;0;312,15;0,12922656;0,406046188
900;440;11;16;0;312,15;0,12922656;0,387195685
900;450;11;16;0;312,15;0,12922656;0,370748817
900;460;11;16;0;312,15;0,12922656;0,356273405
900;470;11;16;0;312,15;0,12922656;0,343435019
900;480;11;16;0;312,15;0,12922656;0,331970826
